Date,Open,High,Low,Close,Adj Close,Volume
2019-11-20,38.070000,39.250000,37.700001,38.480000,36.570869,10302200
2019-11-21,38.500000,39.380001,38.450001,39.119999,37.179111,9308900
2019-11-22,39.200001,39.939999,38.980000,39.580002,37.616295,9467200
2019-11-25,39.770000,40.570000,39.700001,39.930000,37.948929,10264400
2019-11-26,39.799999,39.930000,38.560001,38.570000,36.656403,13362000
2019-11-27,38.610001,38.880001,38.310001,38.750000,36.827473,7058500
2019-11-29,38.639999,39.070000,38.500000,38.570000,36.656403,4664000
2019-12-02,38.840000,39.160000,38.410000,38.680000,36.760948,10829600
2019-12-03,38.380001,38.439999,37.540001,38.020000,36.133690,11535400
2019-12-04,38.340000,38.790001,38.169998,38.450001,36.542358,10537700
2019-12-05,38.680000,38.799999,37.779999,37.980000,36.095676,9214900
2019-12-06,38.110001,39.029999,38.099998,39.009998,37.074574,10411500
2019-12-09,38.029999,38.080002,37.320000,37.340000,36.220943,17193200
2019-12-10,37.509998,38.049999,37.250000,37.570000,36.444054,12617600
2019-12-11,37.540001,37.970001,37.529999,37.540001,36.414951,7861100
2019-12-12,37.639999,38.529999,37.590000,38.250000,37.103672,9477300
2019-12-13,38.480000,38.810001,37.660000,37.709999,36.579857,9886500
2019-12-16,37.990002,38.720001,37.980000,38.320000,37.171577,9572400
2019-12-17,38.320000,38.770000,38.139999,38.320000,37.171577,13579300
2019-12-18,38.330002,39.029999,38.310001,38.669998,37.511086,9412200
2019-12-19,38.520000,38.959999,38.459999,38.700001,37.540192,7469200
2019-12-20,38.869999,39.230000,38.529999,39.009998,37.840897,17274200
2019-12-23,39.009998,39.720001,38.990002,39.709999,38.519920,10019000
2019-12-24,39.779999,40.369999,39.720001,39.889999,38.694523,4696300
2019-12-26,40.049999,40.580002,39.990002,40.150002,38.946732,6050000
2019-12-27,40.349998,40.490002,40.130001,40.160000,38.956432,7050800
2019-12-30,40.250000,41.119999,40.160000,40.700001,39.480247,10487100
2019-12-31,40.490002,41.220001,40.320000,41.209999,39.974964,10372400
2020-01-02,41.630001,42.689999,41.580002,42.580002,41.303905,13066400
2020-01-03,43.810001,44.250000,43.169998,43.610001,42.303040,15097400
2020-01-06,43.980000,45.450001,43.689999,45.049999,43.699879,16659700
2020-01-07,45.080002,45.279999,44.180000,45.270000,43.913288,12084800
2020-01-08,45.540001,45.779999,44.270000,44.980000,43.631981,12250900
2020-01-09,44.849998,45.400002,43.770000,45.369999,44.010292,14635000
2020-01-10,45.250000,46.209999,44.970001,45.900002,44.524410,10540000
2020-01-13,46.259998,46.610001,45.520000,46.570000,45.174332,8456100
2020-01-14,46.849998,47.430000,46.709999,47.240002,45.824253,12183900
2020-01-15,47.150002,47.509998,46.799999,47.259998,45.843651,7085700
2020-01-16,47.200001,47.580002,46.619999,46.669998,45.271332,9757600
2020-01-17,46.750000,47.009998,45.650002,45.830002,44.456509,14379300
2020-01-21,45.369999,45.450001,44.310001,44.320000,42.991760,10814200
2020-01-22,44.000000,44.040001,42.880001,43.290001,41.992626,12953200
2020-01-23,42.619999,42.740002,42.209999,42.520000,41.245705,10789800
2020-01-24,42.470001,42.689999,41.840000,42.220001,40.954697,8797600
2020-01-27,41.020000,41.410000,40.689999,41.240002,40.004066,9303900
2020-01-28,41.630001,41.660000,41.119999,41.200001,39.965263,7206400
2020-01-29,41.310001,41.520000,40.459999,40.470001,39.257141,6653900
2020-01-30,39.939999,40.669998,39.419998,40.590000,39.373547,9509100
2020-01-31,40.099998,40.360001,39.490002,39.720001,38.529621,16035700
2020-02-03,39.700001,40.419998,39.439999,40.080002,38.878834,8731800
2020-02-04,40.939999,41.439999,40.389999,40.500000,39.286243,7859600
2020-02-05,41.270000,42.380001,41.209999,42.119999,40.857693,8613200
2020-02-06,42.310001,42.450001,41.570000,42.119999,40.857693,6201500
2020-02-07,41.700001,42.000000,41.470001,41.889999,40.634583,5030100
2020-02-10,41.490002,41.560001,40.180000,40.500000,39.286243,7915400
2020-02-11,42.150002,42.360001,41.040001,41.169998,39.936161,12132300
2020-02-12,42.400002,42.610001,41.779999,42.490002,41.216606,8214600
2020-02-13,42.090000,42.380001,41.529999,42.040001,40.780094,8402000
2020-02-14,42.070000,42.240002,41.290001,41.599998,40.353275,6401500
2020-02-18,41.599998,41.689999,40.980000,41.560001,40.314476,9519200
2020-02-19,41.860001,42.720001,41.529999,42.509998,41.236004,7536300
2020-02-20,42.700001,43.599998,42.459999,42.970001,41.682220,7728900
2020-02-21,42.549999,42.570000,41.830002,42.119999,40.857693,8921100
2020-02-24,40.500000,40.549999,39.480000,39.480000,38.296810,12503100
2020-02-25,39.540001,39.619999,36.000000,36.189999,35.105412,22058600
2020-02-26,36.270000,36.439999,34.189999,34.220001,33.194450,22683000
2020-02-27,33.169998,33.570000,31.160000,31.809999,30.856676,23505800
2020-02-28,31.480000,32.779999,29.639999,32.740002,31.758806,24190100
2020-03-02,33.580002,33.660000,31.700001,32.950001,31.962511,17223700
2020-03-03,33.049999,34.630001,32.310001,32.990002,32.001312,19991600
2020-03-04,33.250000,33.250000,31.879999,32.930000,31.943110,14006600
2020-03-05,32.500000,32.759998,31.090000,31.480000,30.536566,19218000
2020-03-06,30.160000,30.209999,26.270000,26.860001,26.055025,38969100
2020-03-09,15.580000,19.190001,12.040000,12.510000,12.502814,104930300
2020-03-10,15.400000,15.500000,12.580000,14.340000,14.331763,110525300
2020-03-11,13.120000,13.400000,11.700000,11.800000,11.793222,70436000
2020-03-12,10.230000,14.840000,9.440000,11.890000,11.883171,73141800
2020-03-13,13.310000,14.560000,11.590000,14.260000,14.251809,64910400
2020-03-16,11.400000,13.680000,11.200000,12.020000,12.013096,37309700
2020-03-17,12.380000,12.810000,11.050000,11.340000,11.333487,34731500
2020-03-18,10.450000,10.840000,9.000000,10.530000,10.523952,41257200
2020-03-19,10.410000,10.980000,9.400000,10.830000,10.823779,38092500
2020-03-20,11.150000,11.180000,9.550000,10.230000,10.224123,50833300
2020-03-23,10.250000,10.290000,9.470000,9.690000,9.684434,36784000
2020-03-24,10.400000,10.770000,9.700000,10.720000,10.713842,42020600
2020-03-25,11.250000,12.640000,10.220000,12.000000,11.993107,55409600
2020-03-26,12.050000,15.290000,12.000000,12.830000,12.822630,70253700
2020-03-27,12.040000,12.380000,11.490000,11.610000,11.603331,34675600
2020-03-30,11.320000,11.450000,10.200000,11.010000,11.003676,44717600
2020-03-31,11.520000,12.080000,11.110000,11.580000,11.573348,35568400
2020-04-01,11.040000,11.170000,10.120000,10.740000,10.733830,39837200
2020-04-02,11.480000,13.910000,11.200000,12.770000,12.762665,79141600
2020-04-03,13.830000,14.200000,11.510000,13.000000,12.992533,92062300
2020-04-06,12.600000,13.500000,12.430000,13.440000,13.432280,52068100
2020-04-07,14.180000,15.200000,13.620000,13.840000,13.832050,54728600
2020-04-08,14.200000,15.680000,14.050000,15.560000,15.551063,48988600
2020-04-09,16.700001,18.270000,14.270000,15.360000,15.351176,110851100
2020-04-13,15.960000,16.020000,14.770000,15.330000,15.321195,43697500
2020-04-14,15.400000,15.820000,14.640000,14.900000,14.891441,40661000
2020-04-15,13.900000,13.900000,13.000000,13.610000,13.602182,47465200
2020-04-16,13.630000,13.660000,12.160000,12.200000,12.192992,40453900
2020-04-17,12.330000,13.650000,12.250000,13.630000,13.622170,51691000
2020-04-20,12.040000,13.220000,11.900000,12.590000,12.582768,74975500
2020-04-21,12.000000,12.390000,11.500000,12.340000,12.332911,62591200
2020-04-22,13.080000,13.370000,12.750000,13.020000,13.012522,44568100
2020-04-23,13.420000,14.400000,13.360000,13.870000,13.862033,55054600
2020-04-24,14.180000,14.500000,13.480000,13.810000,13.802068,41030000
2020-04-27,13.350000,14.290000,12.750000,14.150000,14.141871,39972500
2020-04-28,14.460000,15.260000,14.300000,15.170000,15.161286,46179400
2020-04-29,15.940000,16.879999,15.820000,16.780001,16.770363,59582800
2020-04-30,16.889999,17.240000,15.850000,16.600000,16.590466,44398500
2020-05-01,16.020000,16.420000,15.090000,15.240000,15.231246,36902400
2020-05-04,14.370000,15.570000,14.160000,15.520000,15.511086,37197400
2020-05-05,16.459999,16.809999,15.000000,15.320000,15.311200,49502200
2020-05-06,15.510000,15.960000,13.390000,13.400000,13.392303,57659000
2020-05-07,13.860000,14.520000,13.700000,13.880000,13.872027,35565400
2020-05-08,14.310000,15.050000,14.100000,15.020000,15.011373,31352400
2020-05-11,14.890000,15.250000,14.640000,15.030000,15.021366,22871100
2020-05-12,15.260000,15.380000,14.560000,14.580000,14.571625,27103700
2020-05-13,14.650000,14.650000,13.280000,13.440000,13.432280,35258100
2020-05-14,13.150000,14.150000,12.750000,13.760000,13.752096,32064000
2020-05-15,13.690000,14.280000,13.510000,13.820000,13.812061,27756400
2020-05-18,14.800000,15.230000,14.660000,15.070000,15.061343,39943800
2020-05-19,15.190000,15.190000,14.360000,14.370000,14.361746,28708600
2020-05-20,14.740000,15.150000,14.560000,14.990000,14.981389,29203100
2020-05-21,15.000000,15.160000,14.190000,14.250000,14.241815,35671400
2020-05-22,14.160000,14.240000,13.670000,14.130000,14.121883,26334300
2020-05-26,14.700000,14.770000,14.210000,14.400000,14.391728,28033000
2020-05-27,14.700000,14.700000,13.810000,14.420000,14.411717,31403000
2020-05-28,14.390000,14.430000,13.560000,13.640000,13.632165,39856900
2020-05-29,13.540000,13.540000,12.720000,12.950000,12.942561,61378500
2020-06-01,12.900000,13.900000,12.670000,13.810000,13.802068,36714900
2020-06-02,14.020000,14.750000,13.910000,14.750000,14.741528,40165900
2020-06-03,15.340000,15.610000,15.040000,15.450000,15.441125,41191600
2020-06-04,15.080000,15.700000,14.590000,15.550000,15.541068,39027900
2020-06-05,17.900000,20.850000,17.809999,20.790001,20.778059,119073400
2020-06-08,23.530001,24.500000,22.000000,24.400000,24.385984,131285800
2020-06-09,22.750000,23.459999,20.480000,23.180000,23.166685,71936800
2020-06-10,22.020000,22.350000,20.750000,20.760000,20.748075,50740500
2020-06-11,17.840000,19.180000,17.260000,17.410000,17.400000,61262900
2020-06-12,18.879999,19.600000,17.650000,18.500000,18.500000,44877500
2020-06-15,17.340000,19.459999,17.100000,19.049999,19.049999,46134000
2020-06-16,20.469999,20.950001,19.129999,20.290001,20.290001,57505000
2020-06-17,19.910000,20.049999,19.040001,19.040001,19.040001,38259600
2020-06-18,18.820000,20.320000,18.650000,19.670000,19.670000,36051700
2020-06-19,20.700001,20.959999,19.670000,19.709999,19.709999,70210400
